x	f(x)	f'(x)
1,50000	25000,0000000000	-50000,0000000000
1,55000	22500,0000000000	-50000,0000000002
1,60000	20000,0000000000	-50000,0000000000
1,65000	17500,0000000000	-50000,0000000000
1,70000	15000,0000000000	-50000,0000000000
1,75000	12500,0000000000	-50000,0000000004
1,80000	10000,0000000000	-50000,0000000000
1,85000	7500,0000000000	-50000,0000000000
1,90000	5000,0000000000	-50000,0000000004
1,95000	2500,0000000000	-49999,9999999927
2,00000	0,0000000000	-24999,9999999989
2,05000	0,0000000000	0,0000000000
2,10000	0,0000000000	0,0000000000
2,15000	0,0000000000	0,0000000000
2,20000	0,0000000000	0,0000000000
2,25000	0,0000000000	0,0000000000
2,30000	0,0000000000	0,0000000000
2,35000	0,0000000000	0,0000000000
2,40000	0,0000000000	0,0000000000
2,45000	0,0000000000	0,0000000000
2,50000	0,0000000000	0,0000000000
2,55000	0,0000000000	0,0000000000
2,60000	0,0000000000	0,0000000000
2,65000	0,0000000000	0,0000000000
2,70000	0,0000000000	0,0000000000
2,75000	0,0000000000	0,0000000000
2,80000	0,0000000000	0,0000000000
2,85000	0,0000000000	0,0000000000
2,90000	0,0000000000	0,0000000000
2,95000	0,0000000000	0,0000000000
3,00000	0,0000000000	0,0000000000
3,05000	0,0000000000	0,0000000000
3,10000	0,0000000000	0,0000000000
3,15000	0,0000000000	0,0000000000
3,20000	0,0000000000	0,0000000000
3,25000	0,0000000000	0,0000000000
3,30000	0,0000000000	0,0000000000
3,35000	0,0000000000	0,0000000000
3,40000	0,0000000000	0,0000000000
3,45000	0,0000000000	0,0000000000
3,50000	0,0000000000	0,0000000000
3,55000	0,0000000000	0,0000000000
3,60000	0,0000000000	0,0000000000
3,65000	0,0000000000	0,0000000000
3,70000	0,0000000000	0,0000000000
3,75000	0,0000000000	0,0000000000
3,80000	0,0000000000	0,0000000000
3,85000	0,0000000000	0,0000000000
3,90000	0,0000000000	0,0000000000
3,95000	0,0000000000	0,0000000000
4,00000	0,0000000000	0,0000000000
4,05000	0,0000000000	0,0000000000
4,10000	0,0000000000	0,0000000000
4,15000	0,0000000000	0,0000000000
4,20000	0,0000000000	0,0000000000
4,25000	0,0000000000	0,0000000000
4,30000	0,0000000000	0,0000000000
4,35000	0,0000000000	0,0000000000
4,40000	0,0000000000	0,0000000000
4,45000	0,0000000000	0,0000000000
4,50000	0,0000000000	0,0000000000
4,55000	0,0000000000	0,0000000000
4,60000	0,0000000000	0,0000000000
4,65000	0,0000000000	0,0000000000
4,70000	0,0000000000	0,0000000000
4,75000	0,0000000000	0,0000000000
4,80000	0,0000000000	0,0000000000
4,85000	0,0000000000	0,0000000000
4,90000	0,0000000000	0,0000000000
4,95000	0,0000000000	0,0000000000
5,00000	0,0000000000	0,0000000000
5,05000	0,0000000000	0,0000000000
5,10000	0,0000000000	0,0000000000
5,15000	0,0000000000	0,0000000000
5,20000	0,0000000000	0,0000000000
5,25000	0,0000000000	0,0000000000
5,30000	0,0000000000	0,0000000000
5,35000	0,0000000000	0,0000000000
5,40000	0,0000000000	0,0000000000
5,45000	0,0000000000	0,0000000000
5,50000	0,0000000000	0,0000000000
5,55000	0,0000000000	0,0000000000
5,60000	0,0000000000	0,0000000000
5,65000	0,0000000000	0,0000000000
5,70000	0,0000000000	0,0000000000
5,75000	0,0000000000	0,0000000000
5,80000	0,0000000000	0,0000000000
5,85000	0,0000000000	0,0000000000
5,90000	0,0000000000	0,0000000000
